Ticker,Start Date,End Date,Observations,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,Historical VaR 95,Historical VaR 99,Expected Shortfall 95
AAPL,2018-01-03,2026-05-19,2105,6.386849943698708,0.27047923543794994,0.30527481156581215,0.8860188433189455,-0.3851593387990776,0.0297420796001693,0.049790133017844226,0.04357006271354968
DB1.DE,2018-01-03,2026-05-19,2125,2.191523542417538,0.14754107508018843,0.22008853016684932,0.6703714862757155,-0.3697200056392369,0.020181649639021516,0.034184180900061034,0.03095188028008725
MSFT,2018-01-03,2026-05-19,2105,4.302293534079108,0.22103792728561156,0.28524366003432244,0.774909168039054,-0.37148492567894553,0.027845139435466876,0.0452719162786189,0.04043232302707101
SAP.DE,2018-01-03,2026-05-19,2125,0.9302437510544683,0.08111088863468208,0.2785409242884708,0.2911991795887042,-0.5011590176973046,0.0267795726619114,0.04324026402963977,0.04064353665825137
^GDAXI,2018-01-03,2026-05-19,2124,0.8831603784197475,0.07798755826937187,0.1908395402668903,0.40865513593412445,-0.38779389651624474,0.017669814112641024,0.03614085796732472,0.028632259870722262
^GSPC,2018-01-03,2026-05-19,2105,1.71019070623199,0.12677333739568675,0.19376099945439873,0.654276855263242,-0.33924960002653237,0.017868639844361656,0.0339127163137937,0.029377514451523853
