Ticker,AAPL,DB1.DE,MSFT,SAP.DE,^GDAXI,^GSPC
AAPL,1.0,0.17630457533811103,0.6753634981908748,0.2695532336086009,0.34814689075282323,0.7675328168428
DB1.DE,0.17630457533811103,1.0,0.22263568004125786,0.39989486462075147,0.511993408623732,0.2693206558131332
MSFT,0.6753634981908748,0.22263568004125786,1.0,0.36498576569255164,0.3645507781312961,0.7935707738996274
SAP.DE,0.2695532336086009,0.39989486462075147,0.36498576569255164,1.0,0.6669035233779965,0.37247268059732297
^GDAXI,0.34814689075282323,0.511993408623732,0.3645507781312961,0.6669035233779965,1.0,0.5456733431122128
^GSPC,0.7675328168428,0.2693206558131332,0.7935707738996274,0.37247268059732297,0.5456733431122128,1.0
